FR-CRC	DE-CRC	CN-CRC	US-CRC	AT-CRC	all
Prevotella nigrescens [ref_mOTU_v2_0276]	0.537735849056604	0.608333333333333	0.55955955955956	0.538461538461538	0.543478260869565	0.559830611010284
Streptococcus sanguinis [ref_mOTU_v2_0279]	0.378595731518713	0.487777777777778	0.530530530530531	0.550850591715976	0.381642512077295	0.461954022988506
Ruminococcus gnavus [ref_mOTU_v2_0280]	0.500154655119084	0.590277777777778	0.615365365365365	0.647189349112426	0.523636991028295	0.577368421052632
Ruminococcus lactaris [ref_mOTU_v2_0281]	0.503247757500773	0.453472222222222	0.502877877877878	0.419748520710059	0.487577639751553	0.468566243194192
Bacteroides fragilis [ref_mOTU_v2_0286]	0.538818434890195	0.564583333333333	0.551301301301301	0.539016272189349	0.54071773636991	0.551300665456745
Bacteroides fragilis [ref_mOTU_v2_0287]	0.623569440148469	0.6	0.634634634634635	0.604289940828402	0.621980676328502	0.619062310949788
Streptococcus mutans [ref_mOTU_v2_0289]	0.402567274976802	0.571527777777778	0.508008008008008	0.538091715976331	0.464285714285714	0.485196612220206
Bacteroides nordii [ref_mOTU_v2_0302]	0.535725332508506	0.581666666666667	0.491241241241241	0.550295857988166	0.630089717046239	0.569479733817302
Coprococcus sp. [ref_mOTU_v2_0303]	0.520414475719146	0.540833333333333	0.490865865865866	0.600961538461538	0.498274672187716	0.527791893526921
Streptococcus anginosus [ref_mOTU_v2_0351]	0.556139808227652	0.564166666666667	0.543543543543544	0.539201183431953	0.482574189095928	0.533744706594071
Streptococcus oralis [ref_mOTU_v2_0356]	0.513454995360346	0.5825	0.618368368368368	0.532544378698225	0.502587991718426	0.548892921960073
Haemophilus parainfluenzae [ref_mOTU_v2_0358]	0.529384472626044	0.396944444444444	0.374374374374374	0.51664201183432	0.601794340924776	0.485952813067151
Lactococcus lactis [ref_mOTU_v2_0371]	0.462418806062481	0.456527777777778	0.513513513513513	0.485576923076923	0.541062801932367	0.477217180883243
Enterococcus faecium [ref_mOTU_v2_0372]	0.351221775440767	0.470833333333333	0.494744744744745	0.471153846153846	0.600414078674948	0.464875983061101
Acidaminococcus intestini [ref_mOTU_v2_0391]	0.56371790906279	0.516111111111111	0.572072072072072	0.525887573964497	0.605590062111801	0.556346037507562
Streptococcus sp. [ref_mOTU_v2_0416]	0.583668419424683	0.556944444444444	0.586586586586587	0.549926035502959	0.477570738440304	0.556473079249849
Anaerococcus obesiensis/vaginalis [ref_mOTU_v2_0429]	0.567274976801732	0.581944444444444	0.53028028028028	0.555473372781065	0.694271911663216	0.578221415607985
Bacteroides barnesiae [ref_mOTU_v2_0452]	0.528301886792453	0.508055555555556	0.5	0.518676035502959	0.5	0.510526315789474
Bacteroides massiliensis [ref_mOTU_v2_0455]	0.511599133931333	0.347083333333333	0.382257257257257	0.509245562130177	0.674948240165631	0.477350272232305
Bacteroides salyersiae [ref_mOTU_v2_0458]	0.561243427157439	0.432361111111111	0.509259259259259	0.506656804733728	0.595410628019324	0.525553539019964
Blautia wexlerae [ref_mOTU_v2_0466]	0.327559542220848	0.512222222222222	0.502502502502503	0.585059171597633	0.332988267770876	0.437422867513612
Clostridium saccharogumia [ref_mOTU_v2_0473]	0.50139189607176	0.417361111111111	0.537912912912913	0.490384615384615	0.448585231193927	0.473345432546884
Megamonas funiformis/rupellensis [ref_mOTU_v2_0502]	0.588617383235385	0.541111111111111	0.494494494494494	0.478365384615385	0.500862663906142	0.532994555353902
Prevotella intermedia [ref_mOTU_v2_0515]	0.586761521806372	0.541666666666667	0.613113113113113	0.529585798816568	0.597826086956522	0.5759407138536
Prevotella oris [ref_mOTU_v2_0520]	0.528301886792453	0.508333333333333	0.506756756756757	0.528846153846154	0.510869565217391	0.51578947368421
Solobacterium moorei [ref_mOTU_v2_0531]	0.598360655737705	0.733472222222222	0.699199199199199	0.548261834319527	0.586611456176674	0.641094978826376
Veillonella atypica [ref_mOTU_v2_0561]	0.5139189607176	0.555555555555556	0.477727727727728	0.453402366863905	0.569013112491373	0.517162734422263
Lactobacillus mucosae [ref_mOTU_v2_0568]	0.453912774512836	0.48375	0.532407407407407	0.481323964497041	0.499309868875086	0.491591046581972
Enterococcus durans [ref_mOTU_v2_0598]	0.465666563563254	0.491388888888889	0.506756756756757	0.480769230769231	0.501725327812284	0.483847549909256
Bifidobacterium dentium [ref_mOTU_v2_0631]	0.529693782864213	0.553055555555556	0.575700700700701	0.524593195266272	0.429606625258799	0.518439201451906
Bifidobacterium pseudocatenulatum [ref_mOTU_v2_0632]	0.374265388184349	0.520833333333333	0.491491491491491	0.514792899408284	0.491545893719807	0.487773744706594
Bifidobacterium catenulatum/kashiwanohense [ref_mOTU_v2_0633]	0.402721930095886	0.489444444444444	0.535785785785786	0.508136094674556	0.415976535541753	0.463303085299456
Eggerthella lenta [ref_mOTU_v2_0642]	0.491184658212187	0.495555555555556	0.60035035035035	0.544378698224852	0.438750862663906	0.509497882637629
Clostridium innocuum [ref_mOTU_v2_0643]	0.549334982987937	0.650138888888889	0.571821821821822	0.475221893491124	0.498964803312629	0.546297640653358
Enterococcus faecium/hirae [ref_mOTU_v2_0654]	0.50278379214352	0.499861111111111	0.513513513513513	0.509615384615385	0.494996549344375	0.503690260133091
Streptococcus salivarius [ref_mOTU_v2_0656]	0.485462418806062	0.533333333333333	0.533033033033033	0.558986686390533	0.504140786749482	0.514942528735632
Streptococcus anginosus [ref_mOTU_v2_0687]	0.531704299412311	0.63625	0.591341341341341	0.498150887573964	0.428743961352657	0.529969751966122
Bacteroides cellulosilyticus/timonensis [ref_mOTU_v2_0692]	0.538045159294773	0.524722222222222	0.445195195195195	0.505917159763314	0.577467218771567	0.525444646098004
Lactobacillus gasseri [ref_mOTU_v2_0725]	0.529848437983297	0.545555555555556	0.547297297297297	0.541235207100592	0.481366459627329	0.522758620689655
Atopobium parvulum [ref_mOTU_v2_0741]	0.508042066192391	0.539166666666667	0.571321321321321	0.52292899408284	0.510179434092478	0.532928009679371
Fusobacterium nucleatum s. vincentii [ref_mOTU_v2_0754]	0.575471698113208	0.6	0.569319319319319	0.558986686390533	0.538474810213941	0.570526315789474
Sutterella wadsworthensis [ref_mOTU_v2_0767]	0.442313640581503	0.376666666666667	0.53953953953954	0.555288461538462	0.641476880607315	0.501421657592257
Alistipes onderdonkii [ref_mOTU_v2_0775]	0.587844107639963	0.570416666666667	0.56031031031031	0.503698224852071	0.704106280193237	0.575529340592862
Fusobacterium nucleatum s. animalis [ref_mOTU_v2_0776]	0.662697185276833	0.668472222222222	0.651651651651652	0.625369822485207	0.688060731538992	0.659013914095584
Fusobacterium nucleatum s. nucleatum [ref_mOTU_v2_0777]	0.584905660377358	0.558333333333333	0.579704704704705	0.557692307692308	0.543478260869565	0.566678765880218
Bifidobacterium bifidum [ref_mOTU_v2_0786]	0.517012063099289	0.472222222222222	0.470720720720721	0.486686390532544	0.470669427191166	0.47480943738657
Streptococcus equinus [ref_mOTU_v2_0793]	0.460253634395298	0.516666666666667	0.504254254254254	0.519230769230769	0.524844720496894	0.503702359346643
Oscillibacter sp. KLE 1728 [ref_mOTU_v2_0858]	0.566965666563563	0.52	0.599349349349349	0.572855029585799	0.690131124913734	0.587483363581367
Blautia sp. KLE 1732 [ref_mOTU_v2_0859]	0.342870399010207	0.463333333333333	0.45533033033033	0.500554733727811	0.376121463077985	0.417362371445856
Clostridium sp. KLE 1755 [ref_mOTU_v2_0860]	0.521187751314569	0.556527777777778	0.640640640640641	0.545488165680473	0.576777087646653	0.562081064730793
Hungatella hathewayi [ref_mOTU_v2_0882]	0.704608722548716	0.656111111111111	0.675925925925926	0.606508875739645	0.626466528640442	0.660719903206292
Clostridium scindens [ref_mOTU_v2_0883]	0.497370862975564	0.603055555555555	0.654404404404404	0.566198224852071	0.494133885438233	0.568148820326679
Anaerotruncus colihominis [ref_mOTU_v2_0884]	0.598360655737705	0.542777777777778	0.644269269269269	0.646634615384615	0.55831608005521	0.602008469449486
Erysipelotrichaceae sp. [ref_mOTU_v2_0885]	0.57346118156511	0.663055555555556	0.67017017017017	0.59060650887574	0.495514147688061	0.600072595281307
Clostridium boltae/clostridioforme [ref_mOTU_v2_0886]	0.609650479430869	0.665416666666667	0.668668668668669	0.606878698224852	0.605417529330573	0.637519661222021
Lachnospiraceae bacterium 3_1_57FAA_CT1 [ref_mOTU_v2_0887]	0.581039282400247	0.655	0.601101101101101	0.60835798816568	0.64423740510697	0.609770114942529
Bacteroides thetaiotaomicron [ref_mOTU_v2_0897]	0.595731518713269	0.591388888888889	0.523023023023023	0.514792899408284	0.560731538992409	0.568771929824561
Bacteroides dorei/vulgatus [ref_mOTU_v2_0898]	0.521806371790906	0.583888888888889	0.51026026026026	0.535133136094674	0.710835058661146	0.572498487598306
Bacteroides rodentium/uniformis [ref_mOTU_v2_0899]	0.524280853696257	0.548611111111111	0.501501501501502	0.467085798816568	0.620772946859903	0.534912280701754
Parabacteroides goldsteinii [ref_mOTU_v2_0901]	0.41818744200433	0.565277777777778	0.508008008008008	0.480769230769231	0.514147688060732	0.511972171808832
Phascolarctobacterium succinatutens [ref_mOTU_v2_0947]	0.466130528920507	0.47	0.495995995995996	0.589127218934911	0.489648033126294	0.49470054446461
Megasphaera sp. [ref_mOTU_v2_0965]	0.511289823693164	0.500138888888889	0.471721721721722	0.499815088757396	0.521739130434783	0.511433756805808
Dorea formicigenerans [ref_mOTU_v2_0973]	0.394679863903495	0.557222222222222	0.637887887887888	0.501109467455621	0.510351966873706	0.512032667876588
Clostridium butyricum [ref_mOTU_v2_0978]	0.520259820600062	0.508333333333333	0.506756756756757	0.500924556213018	0.521739130434783	0.510768300060496
Clostridium clostridioforme [ref_mOTU_v2_0979]	0.502629137024436	0.679444444444444	0.625875875875876	0.607248520710059	0.517770876466529	0.587640653357532
Clostridium clostridioforme [ref_mOTU_v2_0980]	0.525982060006186	0.566666666666667	0.554054054054054	0.489644970414201	0.548309178743961	0.537459165154265
Veillonella parvula [ref_mOTU_v2_1042]	0.54423136405815	0.545833333333333	0.540790790790791	0.498890532544379	0.589717046238785	0.5535148215366
Lactobacillus fermentum [ref_mOTU_v2_1050]	0.545159294772657	0.532777777777778	0.506256256256256	0.519415680473373	0.445824706694272	0.503653962492438
Bacteroides xylanisolvens [ref_mOTU_v2_1072]	0.376121249613362	0.585833333333333	0.452202202202202	0.473742603550296	0.606280193236715	0.506860254083485
Bacteroides fragilis/ovatus [ref_mOTU_v2_1073]	0.470460872254872	0.424722222222222	0.462462462462462	0.408653846153846	0.639061421670117	0.488445251058681
Bacteroidales sp. [ref_mOTU_v2_1074]	0.572533250850603	0.583472222222222	0.56031031031031	0.564718934911243	0.675983436853002	0.59238354506957
Lactobacillus reuteri [ref_mOTU_v2_1076]	0.541292916795546	0.524444444444444	0.527027027027027	0.51978550295858	0.490338164251208	0.519522081064731
Porphyromonadaceae sp. [ref_mOTU_v2_1091]	0.49860810392824	0.566388888888889	0.426926926926927	0.534763313609467	0.610766045548654	0.515765275257108
Clostridium perfringens [ref_mOTU_v2_1117]	0.539127745128364	0.542222222222222	0.531281281281281	0.498890532544379	0.510697032436163	0.525142165759226
Mogibacterium timidum [ref_mOTU_v2_1136]	0.497834828332818	0.549861111111111	0.563938938938939	0.566568047337278	0.518288474810214	0.534385964912281
Parvimonas micra [ref_mOTU_v2_1145]	0.660068048252397	0.780277777777778	0.783408408408408	0.583949704142012	0.72463768115942	0.708911070780399
Bilophila wadsworthia [ref_mOTU_v2_1149]	0.633622022888958	0.533472222222222	0.580580580580581	0.566937869822485	0.657177363699103	0.599110707803993
Bifidobacterium adolescentis [ref_mOTU_v2_1156]	0.438292607485308	0.412361111111111	0.433808808808809	0.465976331360947	0.475155279503106	0.435184513006655
Bifidobacterium ruminantium [ref_mOTU_v2_1159]	0.445097432725023	0.474166666666667	0.516016016016016	0.488905325443787	0.503623188405797	0.486388384754991
Bifidobacterium sp. [ref_mOTU_v2_1180]	0.503557067738942	0.525	0.5	0.490384615384615	0.579882677708765	0.515692679975802
Hafnia alvei [ref_mOTU_v2_1202]	0.488091555830498	0.5075	0.490740740740741	0.490384615384615	0.494996549344375	0.490211736237145
Bifidobacterium angulatum [ref_mOTU_v2_1285]	0.450819672131148	0.482916666666667	0.5	0.499815088757396	0.554347826086956	0.494869933454325
Akkermansia muciniphila [ref_mOTU_v2_1301]	0.540983606557377	0.573611111111111	0.587087087087087	0.519600591715976	0.571773636991028	0.548021778584392
Anaerostipes hadrus [ref_mOTU_v2_1309]	0.330961954840705	0.393333333333333	0.448198198198198	0.448594674556213	0.323671497584541	0.389824561403509
Ruminococcus torques [ref_mOTU_v2_1376]	0.58738014228271	0.659722222222222	0.661911911911912	0.605769230769231	0.715320910973085	0.643333333333333
Flavonifractor plautii [ref_mOTU_v2_1377]	0.651716671821837	0.591944444444444	0.568068068068068	0.617233727810651	0.649240855762595	0.622444041137326
Parabacteroides merdae [ref_mOTU_v2_1378]	0.6163006495515	0.466666666666667	0.4496996996997	0.509245562130177	0.700138026224983	0.532813067150635
Faecalibacterium prausnitzii [ref_mOTU_v2_1379]	0.515465511908444	0.373611111111111	0.387887887887888	0.427884615384615	0.531055900621118	0.441742286751361
Clostridium saccharolyticum [ref_mOTU_v2_1380]	0.490566037735849	0.491527777777778	0.472347347347347	0.523668639053254	0.640786749482402	0.517701149425287
Anaerostipes caccae [ref_mOTU_v2_1381]	0.514228270955769	0.5375	0.523273273273273	0.519045857988166	0.462732919254658	0.513176043557169
Bacteroides caccae [ref_mOTU_v2_1382]	0.476028456541912	0.5475	0.624874874874875	0.602440828402367	0.655969634230504	0.587229280096794
Collinsella aerofaciens [ref_mOTU_v2_1383]	0.477265697494587	0.461805555555556	0.608358358358358	0.460059171597633	0.485507246376812	0.499249848759831
Methanobrevibacter smithii [ref_mOTU_v2_1384]	0.577018249304052	0.541944444444444	0.563813813813814	0.498150887573964	0.634748102139406	0.548614640048397
Methanobrevibacter smithii [ref_mOTU_v2_1385]	0.495205691308382	0.500416666666667	0.5	0.549556213017751	0.631815044858523	0.520907441016334
Eubacterium siraeum [ref_mOTU_v2_1387]	0.554902567274977	0.504305555555556	0.492992992992993	0.471153846153846	0.621290545203589	0.510205686630369
Desulfovibrio sp. [ref_mOTU_v2_1394]	0.541138261676462	0.474444444444444	0.562187187187187	0.5	0.503105590062112	0.520241984271022
Eubacterium sp. [ref_mOTU_v2_1395]	0.430250541292917	0.508333333333333	0.55955955955956	0.549556213017751	0.477570738440304	0.505480943738657
Fusobacterium ulcerans [ref_mOTU_v2_1396]	0.510361892978658	0.508333333333333	0.528528528528528	0.509615384615385	0.524499654934438	0.521016333938294
Streptococcus sp. 2_1_36FAA [ref_mOTU_v2_1399]	0.499381379523662	0.602777777777778	0.528028028028028	0.501479289940828	0.477915804002761	0.520943738656987
Coprobacillus sp. [ref_mOTU_v2_1401]	0.519795855242809	0.541111111111111	0.532032032032032	0.515532544378698	0.486369910282954	0.518681185722928
Fusobacterium sp. oral taxon 370 [ref_mOTU_v2_1403]	0.584905660377358	0.541666666666667	0.600600600600601	0.528846153846154	0.532608695652174	0.561603145795523
Fusobacterium gonidiaformans [ref_mOTU_v2_1404]	0.539746365604702	0.541666666666667	0.52027027027027	0.519045857988166	0.532608695652174	0.530096793708409
Parasutterella excrementihominis [ref_mOTU_v2_1405]	0.506340859882462	0.359861111111111	0.445445445445445	0.497781065088757	0.597653554175293	0.473805202661827
Bacteroides finegoldii [ref_mOTU_v2_1409]	0.546241880606248	0.502777777777778	0.446946946946947	0.497965976331361	0.461870255348516	0.497785843920145
Bacteroides eggerthii [ref_mOTU_v2_1410]	0.484070522734303	0.495416666666667	0.475475475475476	0.583210059171598	0.686335403726708	0.542298850574713
Eubacterium rectale [ref_mOTU_v2_1416]	0.34085988246211	0.386388888888889	0.372622622622623	0.530695266272189	0.457556935817805	0.403859649122807
Roseburia intestinalis [ref_mOTU_v2_1427]	0.33111660995979	0.310833333333333	0.362612612612613	0.548076923076923	0.447722567287785	0.389328493647913
Blautia hansenii [ref_mOTU_v2_1428]	0.502938447262604	0.508055555555556	0.480730730730731	0.520155325443787	0.468253968253968	0.500096793708409
Faecalitalea cylindroides [ref_mOTU_v2_1470]	0.5069594803588	0.509027777777778	0.543043043043043	0.540495562130177	0.480331262939959	0.512843315184513
Clostridium symbiosum [ref_mOTU_v2_1475]	0.63996288277142	0.687222222222222	0.707707707707708	0.654400887573965	0.627846790890269	0.666315789473684
Alistipes finegoldii [ref_mOTU_v2_1481]	0.513454995360346	0.449444444444444	0.514764764764765	0.589127218934911	0.68167701863354	0.537162734422263
Turicibacter sanguinis [ref_mOTU_v2_1493]	0.54283946798639	0.586944444444444	0.492492492492492	0.532544378698225	0.553657694962043	0.531584996975197
Porphyromonas asaccharolytica [ref_mOTU_v2_1517]	0.588617383235385	0.642777777777778	0.544044044044044	0.580251479289941	0.580055210489993	0.585480943738657
Streptococcus australis [ref_mOTU_v2_1524]	0.400866068666873	0.454444444444444	0.436936936936937	0.556952662721893	0.465148378191856	0.458602540834846
Prevotella stercorea [ref_mOTU_v2_1551]	0.488555521187751	0.4925	0.568943943943944	0.499815088757396	0.512422360248447	0.51686630369026
Alistipes timonensis [ref_mOTU_v2_1593]	0.561398082276523	0.558611111111111	0.545795795795796	0.40310650887574	0.52639751552795	0.52258923169994
Alistipes senegalensis [ref_mOTU_v2_1594]	0.527064645839777	0.414027777777778	0.483233233233233	0.389792899408284	0.562629399585921	0.468953418027828
Senegalimassilia anaerobia [ref_mOTU_v2_1606]	0.489019486545005	0.4625	0.449449449449449	0.497041420118343	0.492753623188406	0.47124016938899
Bacteroides faecis [ref_mOTU_v2_1706]	0.5069594803588	0.504861111111111	0.52027027027027	0.508136094674556	0.60351966873706	0.517071990320629
Enorma massiliensis [ref_mOTU_v2_1824]	0.51531085678936	0.539444444444445	0.499499499499499	0.481878698224852	0.554865424430642	0.516073805202662
Alistipes obesi [ref_mOTU_v2_1825]	0.504639653572533	0.386388888888889	0.501376376376376	0.386834319526627	0.639233954451346	0.473327283726558
Blautia producta [ref_mOTU_v2_1889]	0.499072069285493	0.500416666666667	0.557932932932933	0.590236686390533	0.450310559006211	0.519007864488808
Parabacteroides gordonii [ref_mOTU_v2_2090]	0.463037426538818	0.523611111111111	0.541041041041041	0.565828402366864	0.5	0.527404718693285
Porphyromonas somerae [ref_mOTU_v2_2101]	0.587689452520878	0.583888888888889	0.533783783783784	0.519970414201184	0.66304347826087	0.572843315184513
Porphyromonas uenonis [ref_mOTU_v2_2102]	0.538818434890195	0.575833333333333	0.527027027027027	0.569156804733728	0.601104209799862	0.558408953418028
Faecalicoccus pleomorphus [ref_mOTU_v2_2178]	0.522734302505413	0.550555555555556	0.533908908908909	0.479105029585799	0.700138026224983	0.550538415003025
Ruminococcus bicirculans [ref_mOTU_v2_2358]	0.324930405196412	0.475555555555556	0.36036036036036	0.603550295857988	0.537094547964113	0.450362976406534
Butyricicoccus pullicaecorum [ref_mOTU_v2_2510]	0.504639653572533	0.5	0.485985985985986	0.530695266272189	0.613181504485852	0.521391409558379
cand. Alistipes marseilloanorexicus [ref_mOTU_v2_2553]	0.597587380142283	0.472222222222222	0.548173173173173	0.505177514792899	0.642857142857143	0.546164549304295
Holdemania massiliensis [ref_mOTU_v2_2557]	0.545004639653572	0.496111111111111	0.531281281281281	0.533653846153846	0.526224982746722	0.531082879612825
Megasphaera massiliensis [ref_mOTU_v2_2684]	0.502938447262604	0.508333333333333	0.506756756756757	0.493713017751479	0.484126984126984	0.498790078644888
Clostridiales bacterium VE202-09 [ref_mOTU_v2_2688]	0.521961026909991	0.508333333333333	0.485735735735736	0.510355029585799	0.481021394064872	0.500483968542045
Clostridiales bacterium VE202-14 [ref_mOTU_v2_2689]	0.497370862975564	0.599444444444444	0.565815815815816	0.53698224852071	0.471187025534852	0.530417422867514
Bacteroides stercorirosoris [ref_mOTU_v2_2726]	0.486699659758738	0.500555555555556	0.489489489489489	0.494452662721893	0.492063492063492	0.494071385359952
Eubacterium ramulus [ref_mOTU_v2_2795]	0.424373646767708	0.491388888888889	0.418418418418418	0.504252958579882	0.523464458247067	0.454410163339383
Phascolarctobacterium sp. [ref_mOTU_v2_2805]	0.604082895143829	0.523194444444444	0.588713713713714	0.61612426035503	0.421670117322291	0.569497882637629
Phascolarctobacterium sp. [ref_mOTU_v2_2806]	0.548097742035261	0.431388888888889	0.455705705705706	0.501479289940828	0.485334713595583	0.484597701149425
Clostridium paraputrificum [ref_mOTU_v2_2890]	0.539127745128364	0.516527777777778	0.517517517517518	0.492603550295858	0.526915113871636	0.515728977616455
Dorea longicatena [ref_mOTU_v2_2893]	0.446953294154037	0.502083333333333	0.473973973973974	0.465976331360947	0.464458247066943	0.473660012099214
Intestinimonas butyriciproducens [ref_mOTU_v2_2968]	0.631456851221775	0.56	0.567817817817818	0.525887573964497	0.684955141476881	0.596696914700545
Adlercreutzia equolifaciens [ref_mOTU_v2_3198]	0.485307763686978	0.438888888888889	0.483483483483484	0.394970414201183	0.445307108350587	0.437822141560799
Mitsuokella jalaludinii [ref_mOTU_v2_3339]	0.516548097742035	0.506666666666667	0.467717717717718	0.480584319526627	0.505866114561767	0.492558983666062
Clostridium sp. JCC [ref_mOTU_v2_3353]	0.558304979894835	0.495277777777778	0.472472472472472	0.538461538461538	0.578329882677709	0.519751966122202
Alistipes inops [ref_mOTU_v2_3597]	0.593257036807918	0.478611111111111	0.495745745745746	0.476701183431953	0.563492063492063	0.511264367816092
bacterium OL-1 [ref_mOTU_v2_3607]	0.513454995360346	0.523333333333333	0.507257257257257	0.451923076923077	0.478778467908903	0.502298850574713
bacterium LF-3 [ref_mOTU_v2_3608]	0.37952366223322	0.410277777777778	0.303678678678679	0.422707100591716	0.440993788819876	0.394440411373261
Oscillibacter sp. ER4 [ref_mOTU_v2_3624]	0.505722239406124	0.450972222222222	0.482357357357357	0.458579881656805	0.583505866114562	0.495208711433757
Ruminococcus champanellensis [ref_mOTU_v2_3773]	0.459635013918961	0.458333333333333	0.506756756756757	0.460244082840237	0.486887508626639	0.473932244404114
butyrate-producing bacterium SS3/4 [ref_mOTU_v2_3825]	0.416022270337148	0.420833333333333	0.416916916916917	0.457655325443787	0.645962732919255	0.474942528735632
Blautia producta [ref_mOTU_v2_4020]	0.43489019486545	0.48375	0.486236236236236	0.541420118343195	0.484299516908213	0.482480338777979
Pyramidobacter piscolens [ref_mOTU_v2_4064]	0.498917414166409	0.541666666666667	0.505005005005005	0.51978550295858	0.510869565217391	0.51859649122807
Blautia obeum [ref_mOTU_v2_4202]	0.432570368079183	0.553055555555556	0.49974974974975	0.504068047337278	0.452380952380952	0.476690865093769
Dorea longicatena [ref_mOTU_v2_4203]	0.472935354160223	0.438611111111111	0.488613613613614	0.549371301775148	0.527087646652864	0.478221415607985
Eubacterium ventriosum [ref_mOTU_v2_4204]	0.364986081039282	0.411944444444444	0.327327327327327	0.485022189349112	0.518461007591442	0.414561403508772
Desulfovibrio piger [ref_mOTU_v2_4205]	0.618620476337767	0.448611111111111	0.443693693693694	0.582840236686391	0.486542443064182	0.517350272232305
Eubacterium hallii [ref_mOTU_v2_4207]	0.315496442932261	0.428888888888889	0.401776776776777	0.498150887573964	0.423740510697032	0.400798548094374
Ruminococcus callidus [ref_mOTU_v2_4209]	0.512836374884009	0.421111111111111	0.43018018018018	0.472633136094675	0.40752242926156	0.448021778584392
Coprococcus eutactus [ref_mOTU_v2_4210]	0.498917414166409	0.368194444444444	0.477977977977978	0.539016272189349	0.555555555555556	0.480756200846945
Faecalibacterium prausnitzii [ref_mOTU_v2_4211]	0.520105165480977	0.331388888888889	0.427927927927928	0.517751479289941	0.59696342305038	0.469080459770115
Clostridium sp. L2-50 [ref_mOTU_v2_4212]	0.453139498917414	0.421388888888889	0.446446446446446	0.411612426035503	0.493443754313319	0.439885057471264
Clostridium leptum [ref_mOTU_v2_4234]	0.421125889266935	0.438888888888889	0.557307307307307	0.640902366863905	0.553830227743271	0.522770719903206
Clostridium spiroforme [ref_mOTU_v2_4235]	0.445097432725023	0.5375	0.507132132132132	0.498890532544379	0.51656314699793	0.497737447065941
